user_id,01,02,03,04,05,06,07,08,09,10,total,rank
8984,51.826,69.218,70.498,35.597,57.032,77.155,69.249,36.750,70.676,80.284,618.285,44047
3546,56.319,73.746,68.587,51.002,60.504,49.971,54.073,45.148,86.991,71.700,618.041,45018
1337,71.345,51.999,66.001,42.523,52.883,60.068,63.963,58.418,77.152,73.602,617.954,45388
1352,77.673,57.666,66.296,38.795,59.686,67.569,66.323,51.430,67.524,63.518,616.480,51819
445690,77.673,53.266,66.296,38.795,59.686,67.569,66.323,51.430,69.324,65.918,616.280,52723
775,69.570,53.266,66.296,38.795,59.686,67.569,66.323,49.597,74.891,69.963,615.956,54231
3526,77.683,52.356,63.136,42.829,58.798,67.575,61.316,47.627,70.917,73.635,615.872,54661
309463,77.673,57.666,65.240,38.795,59.686,68.969,65.923,55.004,50.690,75.837,615.483,56611
60059,51.826,67.301,67.126,51.552,66.071,51.839,56.823,42.653,87.772,71.865,614.828,59965
591,77.673,57.666,65.957,37.742,62.169,65.118,63.384,67.993,52.885,64.196,614.783,60194
586159,73.064,60.367,65.102,44.226,69.479,75.513,68.023,39.150,59.975,59.217,614.116,63723
3743,63.930,78.342,66.728,50.970,63.785,51.090,61.320,35.967,69.267,72.600,613.999,64391
34754,50.957,64.940,70.671,35.897,66.032,83.841,65.397,65.242,41.660,69.048,613.685,66163
505,57.324,72.277,67.110,50.294,66.863,67.328,64.578,44.836,64.310,58.763,613.683,66176
275466,72.718,51.584,66.543,38.172,68.555,65.744,67.018,46.448,66.565,69.783,613.130,69325
2568,58.052,69.218,72.500,39.993,62.267,85.681,69.107,24.416,68.242,63.382,612.858,71018
16203,73.180,52.501,63.251,39.926,60.436,64.057,63.329,63.311,68.796,64.001,612.788,71421
3178,48.032,70.013,67.986,53.412,65.130,86.378,61.104,67.528,40.735,52.275,612.593,72685
330378,47.802,66.558,71.520,52.884,54.293,65.532,64.257,48.652,78.903,62.025,612.426,73736
50685,60.917,67.741,61.611,51.288,53.813,71.163,56.265,52.827,80.118,56.678,612.421,73773
7452,50.826,69.218,68.340,52.116,63.832,58.960,65.290,42.436,75.614,65.591,612.223,75039
118541,57.540,46.567,63.209,38.540,68.932,75.257,70.433,54.364,59.955,77.094,611.891,77175
276196,52.557,63.754,76.143,44.477,68.713,76.326,61.115,55.478,48.049,64.685,611.297,81046
5726,54.010,74.116,65.720,55.605,58.168,63.776,64.042,49.236,61.019,65.056,610.748,84839
13623,77.683,52.356,63.076,40.000,64.980,58.842,63.563,46.053,70.170,73.963,610.686,85245
98873,63.581,87.190,68.081,41.297,53.875,59.083,58.827,49.570,73.324,55.453,610.281,88191
22058,60.938,59.964,63.751,45.418,53.811,77.651,69.946,46.118,68.032,64.345,609.974,90437
1449,50.320,85.232,70.598,48.251,56.101,69.186,61.911,49.786,60.984,56.790,609.159,96605
42175,49.716,64.148,70.883,52.643,50.239,60.118,63.622,51.641,83.514,62.629,609.153,96648
16459,48.773,67.863,67.119,50.759,64.435,71.180,53.082,51.237,66.789,67.112,608.349,103076
34995,45.465,60.498,76.543,45.911,63.686,71.789,63.291,46.053,73.675,61.168,608.079,105422
48769,51.826,69.218,66.734,52.116,63.832,60.064,63.666,44.669,69.253,66.527,607.905,106898
64122,53.040,78.037,67.734,49.175,61.881,51.787,64.760,40.514,68.464,72.081,607.473,110684
481165,59.519,69.484,73.043,49.257,62.478,63.231,62.865,46.041,69.580,51.738,607.236,112691
14591,58.402,69.683,67.604,51.844,63.064,64.530,64.865,44.083,63.724,59.235,607.034,114542
18210,56.319,68.497,67.632,51.704,60.525,51.928,61.214,51.447,65.858,71.904,607.028,114592
78940,52.557,63.754,73.569,56.280,65.684,42.971,53.073,52.648,69.970,76.325,606.831,116401
5648,77.673,52.966,63.757,40.373,59.686,67.812,64.523,38.653,73.093,68.226,606.762,117078
145512,57.840,64.537,77.967,53.481,59.128,47.324,57.614,46.295,68.698,73.780,606.664,118016
2267,66.028,69.594,68.948,47.253,66.483,62.027,63.580,32.542,68.191,61.728,606.374,120738
5045,59.546,71.643,67.734,49.874,57.236,74.842,54.269,59.202,64.504,46.688,605.538,128674
175,51.826,68.032,67.126,50.574,62.306,50.824,54.005,51.447,80.058,69.311,605.509,128983
11698,65.923,45.449,65.240,44.700,49.931,66.278,60.932,64.982,74.173,67.759,605.367,130372
246,53.040,78.037,70.028,49.596,60.227,64.108,52.885,38.653,69.970,68.808,605.352,130525
918,54.640,64.937,68.790,53.306,61.750,52.387,59.950,45.426,68.070,75.980,605.236,131704
12329,61.205,60.409,64.690,50.368,65.479,68.272,59.445,48.555,66.762,59.674,604.859,135477
55,66.105,55.499,69.208,47.257,55.691,76.918,62.370,39.107,67.326,64.826,604.307,141307
1749144,74.683,52.356,64.217,44.227,60.009,76.133,76.273,43.274,48.865,64.110,604.147,143017
17076,54.640,65.837,67.709,52.499,62.996,62.449,64.690,49.309,54.282,69.711,604.122,143327
2748,52.881,71.595,72.493,49.519,65.917,57.237,57.483,43.516,64.958,67.833,603.432,151021
3154,55.705,68.752,66.772,53.355,50.787,57.248,62.426,48.730,70.524,68.718,603.017,155646
27602,62.545,68.497,68.713,53.354,62.007,49.233,57.004,46.600,66.852,68.073,602.878,157302
454016,67.302,50.969,67.733,50.868,66.714,63.292,61.142,47.226,61.887,65.730,602.863,157469
3992,68.277,52.401,70.502,40.075,70.298,64.203,70.529,31.803,68.168,66.563,602.819,157991
912778,73.474,54.265,62.720,42.523,62.383,55.886,64.523,57.179,55.549,73.837,602.339,163675
4119,74.683,52.356,68.911,38.212,54.024,70.874,65.824,38.653,69.970,68.808,602.315,163943
6434534,60.197,77.942,66.117,39.531,52.563,68.252,64.111,41.340,72.050,60.195,602.298,164167
34,62.545,68.497,67.657,53.354,56.568,46.047,59.643,48.730,70.524,68.718,602.283,164334
4351,74.777,63.110,71.005,42.062,67.031,55.587,54.683,33.952,81.138,58.841,602.186,165469
7250,69.570,52.966,68.875,43.172,61.886,67.569,65.385,58.960,46.174,67.568,602.125,166193
154,52.129,81.418,71.082,53.078,53.629,56.566,62.241,44.334,65.621,61.646,601.744,170862
5879,62.134,66.812,64.670,47.388,51.210,75.547,57.839,56.080,68.564,51.470,601.714,171206
1756,62.545,67.766,68.713,53.354,58.807,49.233,57.004,48.450,66.852,68.866,601.590,172775
3296,56.329,67.182,65.553,54.202,65.779,41.939,54.497,42.394,76.159,77.534,601.568,173067
4282,51.826,79.977,68.182,48.719,70.117,60.954,53.543,45.111,59.295,63.713,601.437,174679
43,57.183,76.489,72.369,52.052,63.888,51.261,53.175,40.701,72.162,61.966,601.246,177025
2963,59.960,67.745,67.825,50.550,56.749,71.438,43.171,53.571,67.602,62.571,601.182,177837
234974,44.148,60.624,65.040,48.598,52.919,78.577,61.480,66.084,50.690,72.719,600.879,181896
658508,77.673,49.966,63.757,40.895,61.115,67.858,61.584,38.653,73.093,66.226,600.820,182731
90,74.474,54.565,65.001,42.523,52.399,77.836,69.249,44.533,50.222,69.877,600.679,184540
164373,72.747,50.850,62.916,36.838,62.475,67.247,61.167,43.967,76.091,66.337,600.635,185137
580638,56.203,67.942,66.764,47.838,58.987,57.013,64.594,37.631,86.450,57.113,600.535,186468
23702,60.123,79.012,69.054,48.212,52.543,64.218,59.295,43.838,65.259,58.917,600.471,187286
2152,50.327,65.629,79.797,48.474,56.261,61.801,48.499,40.109,78.956,70.594,600.447,187624
1058,56.319,69.683,67.265,53.354,57.304,52.387,53.065,41.890,74.776,74.399,600.442,187690
129361,71.227,52.846,65.218,38.952,62.652,60.307,59.947,52.561,87.296,49.399,600.405,188172
2733,52.557,77.140,68.584,54.599,63.430,52.163,50.941,39.760,70.409,70.753,600.336,189113
267410,47.133,56.748,71.975,53.008,52.339,93.386,65.216,30.906,69.592,59.959,600.262,190150
121820,48.322,78.918,73.976,52.868,63.255,50.726,58.045,39.204,69.018,65.608,599.940,194534
2653,47.129,66.432,78.427,53.300,55.696,64.862,55.302,41.094,67.968,69.698,599.908,194982
73172,73.180,52.501,63.251,39.926,60.436,62.307,62.886,51.430,67.524,66.443,599.884,195291
10789,64.572,68.401,57.573,50.554,62.373,45.064,59.499,55.197,67.486,69.024,599.743,197267
487136,54.127,70.407,65.242,51.266,62.381,67.730,57.195,39.524,70.865,60.700,599.437,201653
232563,53.233,60.228,73.981,47.869,71.809,59.170,60.744,41.012,71.305,59.945,599.296,203688
97910,60.938,63.064,66.211,51.704,63.253,61.670,47.941,40.067,79.891,64.437,599.176,205427
94678,81.747,51.407,68.513,39.158,49.284,81.333,69.617,45.624,48.829,63.631,599.143,205862
94317,50.974,63.054,65.788,54.104,63.832,58.225,61.298,47.865,63.389,70.474,599.003,207966
14391,72.596,51.650,70.765,39.486,57.089,63.538,60.932,64.982,48.505,69.300,598.843,210342
291,51.826,68.032,67.126,50.574,71.306,51.928,54.005,51.447,64.212,68.145,598.601,213989
11334,57.783,63.754,73.569,49.596,60.899,57.859,52.588,40.565,73.016,68.923,598.552,214730
20309,64.283,60.424,64.843,32.543,69.929,76.102,61.539,48.056,65.919,54.884,598.522,215171
5265,77.673,52.966,63.757,37.542,59.686,67.812,57.457,44.830,70.109,66.602,598.434,216531
18599,53.279,82.093,70.630,35.745,62.837,66.222,66.888,51.794,44.416,64.408,598.312,218348
433,70.032,53.440,65.326,39.305,59.751,55.847,62.455,63.686,60.003,68.139,597.984,223370
112594,52.690,77.572,73.038,52.052,67.088,50.696,51.538,32.247,75.869,65.052,597.842,225574
2408,54.415,70.583,68.534,51.325,59.040,61.664,63.784,37.512,67.705,62.768,597.330,233450
75766,60.938,63.094,72.046,51.156,60.815,53.090,52.680,37.386,81.283,64.665,597.153,236257
12268,51.785,76.262,58.397,47.426,54.517,60.956,75.660,46.654,66.572,58.911,597.140,236442
403616,53.673,63.477,69.001,52.506,67.610,54.372,49.388,37.217,76.829,72.860,596.933,239805
140091,54.640,65.837,67.709,51.656,64.835,52.387,54.073,40.973,68.584,75.980,596.674,244014
47,53.040,78.037,70.028,49.596,60.227,64.108,52.885,38.653,66.730,63.315,596.619,244908
4608784,56.319,67.766,67.657,51.780,61.881,63.718,59.034,49.621,52.837,65.802,596.415,248376
11,51.826,80.232,67.126,52.100,56.736,50.824,60.890,43.930,69.079,63.523,596.266,250853
550781,52.557,77.140,68.584,54.599,61.635,53.102,50.941,32.806,73.764,70.753,595.881,257475
136852,42.743,75.741,74.029,47.807,60.813,52.992,65.306,36.383,86.252,53.616,595.682,260905
1078,57.940,69.927,69.480,54.553,62.011,59.371,51.195,45.575,58.189,67.417,595.658,261312
2522,56.499,73.934,66.450,57.301,59.566,48.654,54.804,39.303,68.070,70.757,595.338,266878
24640,50.064,64.475,74.490,43.398,62.734,64.236,76.454,46.032,47.053,66.348,595.284,267859
28081,52.346,69.367,71.608,52.122,55.376,58.960,65.290,42.436,60.069,67.633,595.207,269180
957,58.759,81.724,64.213,49.390,57.241,57.670,57.483,39.659,65.321,63.651,595.111,270835
149357,63.477,53.501,62.051,39.926,60.436,65.428,64.243,46.053,73.993,65.921,595.029,272255
422046,52.129,73.281,65.385,48.222,54.564,55.807,63.598,48.844,64.346,68.145,594.321,285105
1207,54.126,69.764,67.728,52.849,64.212,56.566,57.483,42.434,62.866,66.246,594.274,285998
3713,51.826,68.032,67.101,52.067,58.251,58.425,60.974,50.565,58.543,68.186,593.970,291709
1000000,75.744,46.950,60.645,44.953,58.931,67.649,60.871,54.765,50.690,72.527,593.725,296265
3704,61.819,66.119,66.432,49.902,69.213,60.418,54.899,50.446,52.842,61.618,593.708,296579
5868,67.599,50.388,68.066,42.835,51.716,71.623,58.953,51.863,64.140,66.434,593.617,298258
13424,74.080,54.201,70.544,47.321,58.035,64.310,66.518,33.185,61.436,63.959,593.589,298821
1972,77.683,52.356,68.169,37.615,50.156,71.582,67.231,38.653,65.726,64.181,593.352,303413
59753,67.079,52.491,66.183,34.936,57.478,56.940,59.139,64.089,58.928,75.980,593.243,305499
11616,57.326,69.981,66.856,49.748,51.058,49.477,59.891,46.942,71.725,70.161,593.165,307071
104622,52.696,66.596,66.294,56.368,66.964,51.303,48.227,40.069,78.956,65.577,593.050,309328
55476,51.217,67.960,69.499,53.406,65.896,58.067,56.304,30.813,75.201,64.216,592.579,318768
271,51.826,68.032,67.126,50.574,62.306,51.928,54.005,51.447,65.858,69.311,592.413,322000
7497,51.826,68.032,67.126,50.574,62.306,51.928,54.005,51.447,65.858,69.311,592.413,322027
13358,52.718,62.666,70.106,53.630,61.613,56.950,51.408,46.263,69.671,67.304,592.329,323687
5278,49.857,79.006,68.399,50.048,64.653,57.321,60.421,40.316,56.634,65.591,592.246,325278
3356,49.378,80.178,67.728,50.757,60.917,57.670,57.483,37.059,64.663,66.296,592.129,327691
158411,59.409,66.815,68.182,51.157,61.479,55.950,59.943,44.837,64.661,59.667,592.100,328305
11448,52.690,77.675,71.446,52.616,67.088,50.696,51.538,32.872,72.831,62.079,591.531,339945
194414,51.913,78.644,68.908,45.752,45.699,62.329,64.134,51.066,60.154,62.849,591.448,341702
4614,52.557,63.034,67.734,49.802,66.885,51.822,53.065,33.972,82.282,70.272,591.425,342223
12729,47.537,58.597,73.112,47.312,64.401,54.820,58.310,44.026,75.626,67.631,591.372,343393
47254,52.043,65.350,67.517,51.305,61.727,54.860,57.621,46.664,63.798,70.424,591.309,344699
12956,51.216,60.298,72.220,56.779,61.528,54.231,48.576,50.378,73.835,61.935,590.996,351415
19604,55.404,91.990,58.045,44.593,54.264,59.560,59.910,46.295,66.683,53.924,590.668,358388
3591,51.826,81.418,67.790,52.116,63.832,57.039,54.878,42.216,63.270,56.196,590.581,360279
12472,49.136,67.633,67.653,44.454,60.073,73.972,75.241,31.607,62.662,58.141,590.572,360456
3161,43.101,68.053,66.116,51.059,67.301,51.351,54.894,37.181,75.758,75.729,590.543,361117
53130,65.077,56.432,65.373,42.508,62.486,58.960,65.290,45.911,73.854,54.122,590.013,372777
9109,50.826,69.218,67.790,51.552,66.071,48.668,55.367,41.541,76.618,62.341,589.992,373220
35162,50.826,69.218,67.790,52.116,62.479,57.754,60.421,36.591,62.998,69.751,589.944,374258
58025,77.683,52.356,63.136,42.577,65.870,52.528,53.705,51.447,64.412,66.027,589.741,378825
1698,51.826,81.418,66.734,52.100,50.775,42.742,57.606,47.442,72.477,66.590,589.710,379526
1219577,77.673,53.266,62.701,38.949,43.267,60.285,65.290,46.737,81.516,59.907,589.591,382262
462607,52.857,63.907,66.529,52.349,56.265,64.285,61.987,36.127,68.101,67.135,589.542,383446
1607,51.826,67.301,68.182,51.126,64.432,45.064,59.499,53.525,68.507,59.882,589.344,387890
715013,46.835,71.682,66.637,51.361,61.789,53.235,59.768,43.987,69.694,64.321,589.309,388722
1068,48.621,66.968,67.208,51.722,59.422,45.064,59.499,55.197,66.486,69.024,589.211,390986
487,49.358,65.053,67.753,53.071,58.869,52.528,53.705,44.049,78.612,66.027,589.025,395317
3837,51.826,69.218,66.734,56.884,58.443,59.928,54.508,29.705,83.259,58.477,588.982,396401
27192,68.852,57.475,70.342,37.695,57.471,68.103,60.159,54.589,43.964,70.331,588.981,396429
8205,51.826,69.218,66.734,52.100,57.936,45.064,59.499,49.469,67.892,68.983,588.721,402602
8474,59.409,66.815,65.926,52.100,57.472,51.822,52.757,40.153,75.923,66.272,588.649,404288
2452101,70.817,49.836,61.241,40.582,50.166,70.499,69.260,42.294,68.424,65.518,588.637,404558
458600,75.696,53.088,56.481,44.822,58.403,72.191,70.412,46.819,45.165,65.551,588.628,404792
369129,49.627,67.926,68.020,60.303,65.388,52.387,53.065,35.470,68.572,67.699,588.457,408830
1380,69.580,47.656,62.198,34.996,57.537,75.930,65.429,32.588,74.837,67.218,587.969,420586
223252,72.370,59.150,69.856,41.588,55.001,59.653,58.104,45.188,58.216,68.625,587.751,426020
119,49.970,78.784,64.697,47.864,59.543,40.804,55.868,41.714,77.895,70.590,587.729,426590
33845,69.048,47.829,64.140,37.673,62.265,64.738,63.212,58.992,55.952,63.698,587.547,431075
4943,44.862,68.386,69.163,52.300,52.554,57.093,59.390,37.283,74.577,71.700,587.308,436792
4629,76.380,52.801,67.952,41.916,52.472,73.599,53.648,27.236,78.537,62.718,587.259,438011
1937,51.826,69.218,67.790,52.116,59.371,42.742,57.606,47.442,76.926,62.215,587.252,438196
21419,51.826,68.032,67.126,59.874,55.736,52.528,53.705,50.469,65.412,62.390,587.098,442062
15391,52.557,63.754,73.569,51.505,58.571,46.047,57.443,49.831,68.124,65.682,587.083,442447
1210,75.744,46.950,62.306,44.953,58.931,65.068,62.141,53.458,69.428,47.676,586.655,453398
5971,51.740,67.920,66.297,44.774,54.026,65.849,61.020,45.858,71.368,57.795,586.647,453627
699873,59.424,77.941,57.555,54.876,59.322,49.582,61.300,40.001,69.167,57.437,586.605,454684
453082,58.152,80.901,68.126,50.127,63.278,46.767,56.964,48.114,58.942,55.134,586.505,457299
7523823,51.826,69.218,66.734,52.100,60.672,51.721,55.629,44.095,71.291,63.123,586.409,459786
266,51.826,85.481,68.056,49.748,56.736,48.523,53.641,48.585,60.155,63.512,586.263,463620
124661,77.683,52.356,63.076,40.000,60.541,70.045,61.934,41.389,57.450,61.769,586.243,464126
397,49.464,64.434,68.203,48.909,62.049,51.928,54.626,51.447,65.858,69.311,586.229,464498
113396,50.957,60.454,74.183,38.249,52.532,80.131,62.629,69.378,41.161,56.349,586.023,469864
2869,55.584,64.322,68.809,54.397,52.466,62.192,63.373,48.135,52.583,63.712,585.573,481763
3269,53.118,75.250,67.904,41.189,48.172,58.117,76.234,42.789,63.198,59.590,585.561,482085
122640,57.183,65.837,67.734,58.257,60.708,48.779,48.119,32.068,79.730,67.139,585.554,482273
282509,51.826,69.218,66.734,52.100,57.472,52.528,53.705,51.447,64.412,66.027,585.469,484584
371193,50.957,65.475,67.198,52.616,65.388,49.587,51.865,35.498,73.991,72.804,585.379,487090
527271,73.180,52.501,68.005,40.865,62.337,66.242,57.173,51.323,54.910,58.755,585.291,489479
1998,59.734,91.711,72.345,48.037,56.975,44.368,58.649,36.634,60.554,56.159,585.166,492889
227,62.545,67.766,73.006,39.942,60.268,49.477,56.882,43.071,68.464,63.385,584.806,502672
6123,53.040,65.837,70.028,49.596,60.227,64.108,52.885,41.172,67.984,59.877,584.754,504140
191232,42.598,80.288,63.811,46.793,52.281,66.280,67.121,34.549,68.841,62.101,584.663,506644
720,57.963,78.753,64.780,49.096,62.652,55.352,60.344,35.278,64.024,56.415,584.657,506841
13622,52.657,61.858,68.734,49.026,66.132,55.060,57.621,47.800,67.065,58.479,584.432,512957
56363,53.673,72.098,66.552,56.567,52.498,52.528,53.705,44.049,65.798,66.827,584.295,516724
9743,60.993,58.021,63.230,58.340,67.335,50.793,49.658,33.595,67.172,74.907,584.044,523761
36866,51.435,75.161,65.182,48.692,52.997,57.542,63.906,43.769,64.656,60.561,583.901,527809
102,53.957,61.640,66.142,52.220,61.881,51.928,54.005,44.049,65.918,72.145,583.885,528227
64056,52.576,62.297,65.750,49.809,58.151,58.776,61.831,42.273,66.324,66.066,583.853,529132
892,51.601,65.238,67.513,31.123,54.947,57.231,59.885,42.431,86.991,66.806,583.766,531655
61096,51.826,69.218,67.314,50.466,64.525,55.360,59.690,42.436,61.857,61.007,583.699,533577
116944,50.204,61.909,69.385,43.185,54.677,74.001,54.126,51.573,65.689,58.832,583.581,536944
8233124,77.683,47.656,65.883,40.938,66.394,67.760,51.672,53.953,65.172,46.392,583.503,539193
670015,52.557,64.940,68.609,53.054,63.646,54.372,50.388,41.392,67.297,67.101,583.356,543423
3597,44.842,64.541,73.627,49.568,61.269,58.960,65.290,41.736,63.788,59.691,583.312,544629
2542,48.064,74.092,69.400,49.447,63.888,48.302,56.210,37.751,71.207,64.752,583.113,550491
22291,76.380,55.401,68.689,39.943,65.674,57.754,59.371,39.025,73.321,47.547,583.105,550723
4238,57.938,73.486,67.026,49.648,52.568,51.424,53.705,44.049,62.151,70.649,582.644,564339
180,51.826,69.218,67.790,51.552,63.832,51.928,54.005,39.874,69.079,63.523,582.627,564826
220629,54.226,62.764,67.800,36.299,59.551,82.673,62.944,37.311,65.872,53.000,582.440,570582
45962,50.609,62.273,68.540,56.026,54.045,62.760,58.112,49.911,61.997,58.165,582.438,570632
5391,51.926,69.177,65.845,45.688,61.347,51.928,54.005,47.272,65.858,69.311,582.357,572985
2710404,58.263,79.211,71.114,47.171,47.260,64.607,59.595,38.424,59.869,56.794,582.308,574498
39973,51.926,66.601,68.101,51.745,60.958,58.141,58.360,36.760,62.897,66.806,582.295,574899
9489,50.957,63.754,67.709,52.499,61.635,51.283,53.065,41.303,68.070,71.980,582.255,576086
3657,51.383,78.949,65.808,53.672,68.121,56.641,45.942,35.645,66.602,59.447,582.210,577445
18254,51.618,70.576,67.142,49.644,57.345,43.709,54.913,50.026,77.225,59.876,582.074,581492
366323,65.891,59.192,67.931,47.631,62.623,51.444,48.867,47.434,67.539,63.392,581.944,585508
1915258,48.923,64.854,71.708,36.753,56.244,65.984,60.501,43.329,81.724,51.787,581.807,589612
23754,40.650,60.384,67.783,40.396,58.556,79.591,41.756,46.996,75.074,70.473,581.659,594069
3001,51.826,85.481,68.056,49.748,56.736,40.929,52.519,48.738,73.334,53.646,581.013,613951
32965,69.570,52.966,63.757,41.181,51.825,59.039,65.082,52.425,62.378,62.719,580.942,616118
195993,60.197,73.294,67.482,53.485,54.922,40.051,48.325,44.247,68.639,70.002,580.644,625724
23258,49.399,65.906,68.799,48.693,65.032,63.012,59.074,50.635,60.871,49.180,580.601,627107
755385,53.444,61.815,65.662,42.481,65.923,43.353,62.568,42.328,71.376,71.310,580.260,637978
1146,51.826,68.032,67.126,50.574,71.306,50.844,49.167,47.434,65.339,58.586,580.234,638776
2251,51.826,69.218,67.790,52.116,63.832,50.844,49.167,40.036,69.464,65.845,580.138,641849
126075,50.581,71.224,67.756,49.133,54.846,55.450,65.679,40.138,58.218,66.685,579.710,655790
976,64.571,74.628,66.691,47.427,49.649,51.204,51.494,45.269,70.550,58.129,579.612,659034
4048,47.970,82.742,72.989,39.478,56.663,57.470,62.744,27.642,65.509,66.325,579.532,661569
3984725,52.557,63.754,72.488,54.793,48.022,53.196,51.112,43.383,74.468,65.630,579.403,665886
584680,55.889,70.424,66.955,57.866,58.546,53.826,57.428,43.134,68.510,46.652,579.230,671607
1364,68.069,55.690,67.145,37.471,57.813,67.662,54.689,44.044,61.766,64.805,579.154,674171
